#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
gun_2_x3_greece,,51,gun_2_x3,greece,,dreadnought_gun_178_x3,0.7,0.73125,4,,dreadnought_gun_178_x3,0.725,0.755625,4.05,,dreadnought_gun_178_x3,0.75,0.78,4.1,,hood_gun_140_x3,0.875,0.901875,1,,iowa_gun_127_x3,0.8,0.975,1,,,,,,,,,,,
gun_3_x1_greece,,76,gun_3_x1,greece,,brandenburg_gun_76_x1,1,1.17,0.7,,brandenburg_gun_76_x1,1.025,1.185,0.7,,jap_tb_gun_76_x1,1.37,1.46,0.6,,hood_gun_140_x1,0.925,0.975,1,,iowa_gun_127_x1,1,1.185,1,,,,,,,,,,,
gun_3_x2_greece,,76,gun_3_x2,greece,,dreadnought_gun_178_x2,0.75,0.853125,4,,dreadnought_gun_178_x2,0.775,0.8775,4.05,,dreadnought_gun_178_x2,0.8,0.901875,4.1,,hood_gun_140_x2,0.925,0.975,1,,iowa_gun_127_x2,1,1.185,1,,,,,,,,,,,
gun_3_x3_greece,,76,gun_3_x3,greece,,dreadnought_gun_178_x3,0.75,0.853125,4,,dreadnought_gun_178_x3,0.775,0.8775,4.05,,dreadnought_gun_178_x3,0.8,0.901875,4.1,,hood_gun_140_x3,0.925,0.975,1,,iowa_gun_127_x3,1,1.185,1,,,,,,,,,,,
gun_4_x1_greece,,102,gun_4_x1,greece,,maine_gun_152_x1,1,1.0725,0.8,,maine_gun_152_x1,1,1.0725,0.8,,dd_s_gun_c_102_x1,1.1,1.291875,1.1,,spee_gun_150_x1,1.05,1.21875,1.15,,spee_gun_150_x1,1.05,1.21875,1.15,,,,,,,,,,,
gun_4_x2_greece,,102,gun_4_x2,greece,,maine_gun_152_x2,1,1.0725,0.8,,maine_gun_152_x2,1,1.0725,0.8,,dreadnought_gun_178_x2,0.9,0.999375,2.44,,spee_gun_150_x2,1.05,1.21875,1.15,,yamato_gun_155_x2,0.9086625,0.95077125,1.32,,,,,,,,,,,
gun_4_x3_greece,,102,gun_4_x3,greece,,maine_gun_152_x3,1,1.0725,0.8,,maine_gun_152_x3,1,1.0725,0.8,,dreadnought_gun_178_x3,0.9,0.999375,2.44,,yamato_gun_155_x3,0.9086625,0.95077125,1.3,,yamato_gun_155_x3,0.9086625,0.95077125,1.32,,,,,,,,,,,
gun_5_x1_greece,,127,gun_5_x1,greece,,maine_gun_152_x1,1.1,1.17,0.8,,maine_gun_152_x1,1.1,1.17,0.8,,dd_s_gun_c_102_x1,1.325,1.535625,1.1,,spee_gun_150_x1,1.25,1.4625,1.15,,spee_gun_150_x1,1.25,1.4625,1.15,,,,,,,,,,,
gun_5_x2_greece,,127,gun_5_x2,greece,,maine_gun_152_x2,1.1,1.17,0.8,,maine_gun_152_x2,1.1,1.17,0.8,,dreadnought_gun_178_x2,1.025,1.096875,1.2,,spee_gun_150_x2,1.25,1.4625,1.15,,yamato_gun_155_x2,0.93,0.955,1.32,,,,,,,,,,,
gun_5_x3_greece,,127,gun_5_x3,greece,,maine_gun_152_x3,1.1,1.17,0.8,,maine_gun_152_x3,1.1,1.17,0.8,,dreadnought_gun_178_x3,1.025,1.096875,1.2,,yamato_gun_155_x3,0.905,0.96760125,1.3,,yamato_gun_155_x3,0.93,0.955,1.32,,,,,,,,,,,
gun_6_x1_greece,,152,gun_6_x1,greece,,maine_gun_152_x1,1.21,1.287,0.8,,maine_gun_152_x1,1.21,1.287,0.8,,dd_s_gun_c_102_x1,1.55,1.6,1.2,,yamato_gun_155_x1,0.985,1.02760125,1.3,,yamato_gun_155_x1,1,1.055,1.32,,,,,,,,,,,
gun_6_x2_greece,,152,gun_6_x2,greece,,maine_gun_152_x2,1.21,1.287,0.8,,dant_gun_245_x2,0.8,0.82875,1.1,0.85,dant_gun_245_x2,0.816,0.845325,1.1,0.85,yamato_gun_155_x2,0.985,1.02760125,1.3,,yamato_gun_155_x2,1,1.055,1.32,,,,,,,,,,,
gun_6_x3_greece,,152,gun_6_x3,greece,,maine_gun_152_x3,1.21,1.287,0.8,,dant_gun_245_x3,0.8,0.82875,1.1,0.85,dant_gun_245_x3,0.816,0.845325,1.1,0.85,yamato_gun_155_x3,0.985,1.02760125,1.3,,yamato_gun_155_x3,1,1.055,1.32,,,,,,,,,,,
gun_7_x1_greece,,178,gun_7_x1,greece,,maine_gun_254_x1,0.95,0.9945,1.165,,dant_gun_245_x1,0.85,0.897,1.1,0.85,dant_gun_245_x1,0.867,0.91494,1.1,0.85,yamato_gun_155_x1,1.05395,1.1,1.3,,yamato_gun_155_x1,1.07,1.125,1.32,,,,,,,,,,,
gun_7_x2_greece,,178,gun_7_x2,greece,,maine_gun_254_x2,0.95,0.9945,1.165,,dant_gun_245_x2,0.85,0.897,1.1,0.85,dant_gun_245_x2,0.867,0.91494,1.1,0.85,yamato_gun_155_x2,1.05395,1.1,1.3,,yamato_gun_155_x2,1.07,1.125,1.32,,,,,,,,,,,
gun_7_x3_greece,,178,gun_7_x3,greece,,maine_gun_254_x3,0.95,0.9945,1.165,,dant_gun_245_x3,0.85,0.897,1.1,0.85,dant_gun_245_x3,0.867,0.91494,1.1,0.85,yamato_gun_155_x3,1.05395,1.1,1.3,,yamato_gun_155_x3,1.07,1.125,1.32,,,,,,,,,,,
gun_8_x1_greece,,203,gun_8_x1,greece,,maine_gun_254_x1,1.02,1.08225,1.165,,dant_gun_245_x1,0.92,0.9555,1.1,0.85,dant_gun_245_x1,0.9384,0.9555,1.1,0.85,moga_gun_200_x1,1.182,1.25,1.33,,moga_gun_200_x1,1.2,1.28,1.35,,,,,,,,,,,
gun_8_x2_greece,,203,gun_8_x2,greece,,maine_gun_254_x2,1.02,1.08225,1.165,,dant_gun_245_x2,0.92,0.9555,1.1,0.85,dant_gun_245_x2,0.9384,0.97461,1.1,0.85,moga_gun_200_x2,1.182,1.25,1.33,,moga_gun_200_x2,1.2,1.28,1.35,,,,,,,,,,,
gun_8_x3_greece,,203,gun_8_x3,greece,,maine_gun_254_x3,1.02,1.08225,1.165,,dant_gun_245_x3,0.92,0.9555,1.1,0.85,dant_gun_245_x3,0.9384,0.97461,1.1,0.85,moga_gun_200_x3,1.182,1.25,1.33,,moga_gun_200_x3,1.2,1.28,1.35,,,,,,,,,,,
gun_9_x1_greece,,229,gun_9_x1,greece,,friedrich_gun_228_x1,1,1.095,1.25,,dant_gun_245_x1,0.98,1.02375,1.1,0.85,dant_gun_245_x1,0.9996,1.044225,1.1,0.85,moga_gun_200_x1,1.2805,1.3455,1.33,,moga_gun_200_x1,1.3,1.38,1.35,,,,,,,,,,,
gun_9_x2_greece,,229,gun_9_x2,greece,,friedrich_gun_228_x2,1,1.095,1.25,,dant_gun_245_x2,0.98,1.02375,1.1,0.85,dant_gun_245_x2,0.9996,1.044225,1.1,0.85,moga_gun_200_x2,1.2805,1.3455,1.33,,moga_gun_200_x2,1.3,1.38,1.35,,,,,,,,,,,
gun_9_x3_greece,,229,gun_9_x3,greece,,friedrich_gun_228_x3,1,1.095,1.25,,dant_gun_245_x3,0.98,1.02375,1.1,0.85,dant_gun_245_x3,0.9996,1.044225,1.1,0.85,moga_gun_200_x3,1.2805,1.3455,1.33,,moga_gun_200_x3,1.3,1.38,1.35,,,,,,,,,,,
gun_10_x1_greece,,254,gun_10_x1,greece,,friedrich_gun_228_x1,1.1,1.215,1.25,,dant_gun_245_x1,1.05,1.096875,1.1,0.85,dant_gun_245_x1,1.071,1.1188125,1.1,0.85,ussr_gun_406_x1,0.64,0.702,1.43,,ussr_gun_406_x1,0.648,0.710775,1.45,,,,,,,,,,,
gun_10_x2_greece,,254,gun_10_x2,greece,,friedrich_gun_228_x2,1.1,1.215,1.25,,dant_gun_245_x2,1.05,1.096875,1.1,0.85,dant_gun_245_x2,1.071,1.1188125,1.1,0.85,ussr_gun_406_x2,0.64,0.702,1.43,,ussr_gun_406_x2,0.648,0.710775,1.45,,,,,,,,,,,
gun_10_x3_greece,,254,gun_10_x3,greece,,friedrich_gun_228_x3,1.1,1.215,1.25,,dant_gun_245_x3,1.05,1.096875,1.1,0.85,dant_gun_245_x3,1.071,1.1188125,1.1,0.85,ussr_gun_406_x3,0.64,0.702,1.43,,ussr_gun_406_x3,0.648,0.710775,1.45,,,,,,,,,,,
gun_11_x1_greece,,279,gun_11_x1,greece,,friedrich_gun_305_x1,0.92,0.9825,1.5,,dant_gun_245_x1,1.125,1.17,1.1,0.85,dant_gun_245_x1,1.1475,1.1934,1.1,0.85,ussr_gun_406_x1,0.72,0.78,1.43,,ussr_gun_406_x1,0.729,0.78975,1.45,,,,,,,,,,,
gun_11_x2_greece,,279,gun_11_x2,greece,,friedrich_gun_305_x2,0.92,0.9825,1.5,,dant_gun_245_x2,1.125,1.17,1.1,0.85,dant_gun_245_x2,1.1475,1.1934,1.1,0.85,ussr_gun_406_x2,0.72,0.78,1.43,,ussr_gun_406_x2,0.729,0.78975,1.45,,,,,,,,,,,
gun_11_x3_greece,,279,gun_11_x3,greece,,friedrich_gun_305_x3,0.92,0.9825,1.5,,dant_gun_245_x3,1.125,1.17,1.1,0.85,dant_gun_245_x3,1.1475,1.1934,1.1,0.85,ussr_gun_406_x3,0.72,0.78,1.43,,ussr_gun_406_x3,0.729,0.78975,1.45,,,,,,,,,,,
gun_12_x1_greece,,305,gun_12_x1,greece,,friedrich_gun_305_x1,1,1.0725,1.5,,dant_gun_245_x1,1.2,1.243125,1.1,0.85,dant_gun_245_x1,1.224,1.2679875,1.1,0.85,ussr_gun_406_x1,0.8,0.82875,1.43,,ussr_gun_406_x1,0.81,0.839109375,1.45,,,,,,,,,,,
gun_12_x2_greece,,305,gun_12_x2,greece,,friedrich_gun_305_x2,1,1.0725,1.5,,dant_gun_245_x2,1.2,1.243125,1.1,0.85,dant_gun_245_x2,1.224,1.2679875,1.1,0.85,ussr_gun_406_x2,0.8,0.82875,1.43,,ussr_gun_406_x2,0.81,0.839109375,1.45,,,,,,,,,,,
gun_12_x3_greece,,305,gun_12_x3,greece,,friedrich_gun_305_x3,1,1.0725,1.5,,dant_gun_245_x3,1.2,1.243125,1.1,0.85,dant_gun_245_x3,1.224,1.2679875,1.1,0.85,ussr_gun_406_x3,0.8,0.82875,1.43,,ussr_gun_406_x3,0.81,0.839109375,1.45,,,,,,,,,,,
gun_13_x1_greece,,330,gun_13_x1,greece,,friedrich_gun_305_x1,1.1,1.1875,1.5,,dant_gun_245_x1,1.275,1.31625,1.1,0.85,dant_gun_245_x1,1.3005,1.342575,1.1,0.85,ussr_gun_406_x1,0.85,0.8775,1.43,,ussr_gun_406_x1,0.860625,0.88846875,1.45,,,,,,,,,,,
gun_13_x2_greece,,330,gun_13_x2,greece,,friedrich_gun_305_x2,1.1,1.1875,1.5,,dant_gun_245_x2,1.275,1.31625,1.1,0.85,dant_gun_245_x2,1.3005,1.342575,1.1,0.85,ussr_gun_406_x2,0.85,0.8775,1.43,,ussr_gun_406_x2,0.860625,0.88846875,1.45,,,,,,,,,,,
gun_13_x3_greece,,330,gun_13_x3,greece,,friedrich_gun_305_x3,1.1,1.1875,1.5,,dant_gun_245_x3,1.275,1.31625,1.1,0.85,dant_gun_245_x3,1.3005,1.342575,1.1,0.85,ussr_gun_406_x3,0.85,0.8775,1.43,,ussr_gun_406_x3,0.860625,0.88846875,1.45,,,,,,,,,,,
gun_14_x1_greece,,356,gun_14_x1,greece,,dant_gun_245_x1,1.323,1.3615875,1.1,0.85,dant_gun_245_x1,1.35,1.389375,1.1,0.85,dant_gun_245_x1,1.377,1.4171625,1.1,0.85,ussr_gun_406_x1,0.9,0.92625,1.43,,ussr_gun_406_x1,0.91125,0.937828125,1.45,,,,,,,,,,,
gun_14_x2_greece,,356,gun_14_x2,greece,,dant_gun_245_x2,1.323,1.3615875,1.1,0.85,dant_gun_245_x2,1.35,1.389375,1.1,0.85,dant_gun_245_x2,1.377,1.4171625,1.1,0.85,ussr_gun_406_x2,0.9,0.92625,1.43,,ussr_gun_406_x2,0.91125,0.937828125,1.45,,,,,,,,,,,
gun_14_x3_greece,,356,gun_14_x3,greece,,dant_gun_245_x3,1.323,1.3615875,1.1,0.85,dant_gun_245_x3,1.35,1.389375,1.1,0.85,dant_gun_245_x3,1.377,1.4171625,1.1,0.85,ussr_gun_406_x3,0.9,0.92625,1.43,,ussr_gun_406_x3,0.91125,0.937828125,1.45,,,,,,,,,,,
gun_15_x1_greece,,381,gun_15_x1,greece,,dant_gun_245_x1,1.3965,1.43325,1.1,0.85,dant_gun_245_x1,1.425,1.4625,1.1,0.85,dant_gun_245_x1,1.4535,1.49175,1.1,0.85,ussr_gun_406_x1,0.95,0.975,1.43,,ussr_gun_406_x1,0.961875,0.9871875,1.45,,,,,,,,,,,
gun_15_x2_greece,,381,gun_15_x2,greece,,dant_gun_245_x2,1.3965,1.43325,1.1,0.85,dant_gun_245_x2,1.425,1.4625,1.1,0.85,dant_gun_245_x2,1.4535,1.49175,1.1,0.85,ussr_gun_406_x2,0.95,0.975,1.43,,ussr_gun_406_x2,0.961875,0.9871875,1.45,,,,,,,,,,,
gun_15_x3_greece,,381,gun_15_x3,greece,,dant_gun_245_x3,1.3965,1.43325,1.1,0.85,dant_gun_245_x3,1.425,1.4625,1.1,0.85,dant_gun_245_x3,1.4535,1.49175,1.1,0.85,ussr_gun_406_x3,0.95,0.975,1.43,,ussr_gun_406_x3,0.961875,0.9871875,1.45,,,,,,,,,,,
gun_16_x1_greece,,406,gun_16_x1,greece,,dant_gun_245_x1,1.47,1.51,1.1,0.85,dant_gun_245_x1,1.5,1.5402,1.1,0.85,ussr_gun_406_x1,0.985,1.00839375,1.41,,ussr_gun_406_x1,1,1.02375,1.43,,ussr_gun_406_x1,1.0125,1.036546875,1.45,,,,,,,,,,,
gun_16_x2_greece,,406,gun_16_x2,greece,,dant_gun_245_x2,1.47,1.51,1.1,0.85,dant_gun_245_x2,1.5,1.5402,1.1,0.85,ussr_gun_406_x2,0.985,1.00839375,1.41,,ussr_gun_406_x2,1,1.02375,1.43,,ussr_gun_406_x2,1.0125,1.036546875,1.45,,,,,,,,,,,
gun_16_x3_greece,,406,gun_16_x3,greece,,dant_gun_245_x3,1.47,1.51,1.1,0.85,dant_gun_245_x3,1.5,1.5402,1.1,0.85,ussr_gun_406_x3,0.985,1.00839375,1.41,,ussr_gun_406_x3,1,1.02375,1.43,,ussr_gun_406_x3,1.0125,1.036546875,1.45,,,,,,,,,,,
gun_17_x1_greece,,432,gun_17_x1,greece,,dido_gun_cal200_x1,1.6160625,1.668346875,1.2,,dido_gun_cal200_x1,1.656464063,1.710055547,1.22,,ussr_gun_406_x1,1.03425,1.0564125,1.41,,ussr_gun_406_x1,1.05,1.0725,1.43,,ussr_gun_406_x1,1.063125,1.08590625,1.45,,,,,,,,,,,
gun_17_x2_greece,,432,gun_17_x2,greece,,dido_gun_cal200_x2,1.6160625,1.668346875,1.2,,dido_gun_cal200_x2,1.656464063,1.710055547,1.22,,ussr_gun_406_x2,1.03425,1.0564125,1.41,,ussr_gun_406_x2,1.05,1.0725,1.43,,ussr_gun_406_x2,1.063125,1.08590625,1.45,,,,,,,,,,,
gun_17_x3_greece,,432,gun_17_x3,greece,,dido_gun_cal200_x3,1.6160625,1.668346875,1.2,,dido_gun_cal200_x3,1.656464063,1.710055547,1.22,,ussr_gun_406_x3,1.03425,1.0564125,1.41,,ussr_gun_406_x3,1.05,1.0725,1.43,,ussr_gun_406_x3,1.063125,1.08590625,1.45,,,,,,,,,,,
gun_18_x1_greece,,457,gun_18_x1,greece,,dido_gun_cal200_x1,1.711125,1.761032813,1.2,,dido_gun_cal200_x1,1.753903125,1.805058633,1.22,,ussr_gun_406_x1,1.0835,1.10443125,1.41,,ussr_gun_406_x1,1.1,1.12125,1.43,,ussr_gun_406_x1,1.11375,1.135265625,1.45,,,,,,,,,,,
gun_18_x2_greece,,457,gun_18_x2,greece,,dido_gun_cal200_x2,1.711125,1.761032813,1.2,,dido_gun_cal200_x2,1.753903125,1.805058633,1.22,,ussr_gun_406_x2,1.0835,1.10443125,1.41,,ussr_gun_406_x2,1.1,1.12125,1.43,,ussr_gun_406_x2,1.11375,1.135265625,1.45,,,,,,,,,,,
gun_18_x3_greece,,457,gun_18_x3,greece,,dido_gun_cal200_x3,1.711125,1.761032813,1.2,,dido_gun_cal200_x3,1.753903125,1.805058633,1.22,,ussr_gun_406_x3,1.0835,1.10443125,1.41,,ussr_gun_406_x3,1.1,1.12125,1.43,,ussr_gun_406_x3,1.11375,1.135265625,1.45,,,,,,,,,,,
gun_19_x1_greece,,483,gun_19_x1,greece,,dido_gun_cal200_x1,1.8061875,1.85371875,1.2,,dido_gun_cal200_x1,1.851342188,1.900061719,1.22,,ussr_gun_406_x1,1.13275,1.15245,1.41,,ussr_gun_406_x1,1.15,1.17,1.43,,ussr_gun_406_x1,1.164375,1.184625,1.45,,,,,,,,,,,
gun_19_x2_greece,,483,gun_19_x2,greece,,dido_gun_cal200_x2,1.8061875,1.85371875,1.2,,dido_gun_cal200_x2,1.851342188,1.900061719,1.22,,ussr_gun_406_x2,1.13275,1.15245,1.41,,ussr_gun_406_x2,1.15,1.17,1.43,,ussr_gun_406_x2,1.164375,1.184625,1.45,,,,,,,,,,,
gun_19_x3_greece,,483,gun_19_x3,greece,,dido_gun_cal200_x3,1.8061875,1.85371875,1.2,,dido_gun_cal200_x3,1.851342188,1.900061719,1.22,,ussr_gun_406_x3,1.13275,1.15245,1.41,,ussr_gun_406_x3,1.15,1.17,1.43,,ussr_gun_406_x3,1.164375,1.184625,1.45,,,,,,,,,,,
gun_20_x1_greece,,508,gun_20_x1,greece,,dido_gun_cal200_x1,1.90125,1.946404688,1.2,,dido_gun_cal200_x1,1.94878125,1.995064805,1.22,,ussr_gun_406_x1,1.182,1.214810156,1.41,,ussr_gun_406_x1,1.2,1.229995283,1.43,,ussr_gun_406_x1,1.215,1.245370224,1.45,,,,,,,,,,,
gun_20_x2_greece,,508,gun_20_x2,greece,,dido_gun_cal200_x2,1.90125,1.946404688,1.2,,dido_gun_cal200_x2,1.94878125,1.995064805,1.22,,ussr_gun_406_x2,1.182,1.214810156,1.41,,ussr_gun_406_x2,1.2,1.229995283,1.43,,ussr_gun_406_x2,1.215,1.245370224,1.45,,,,,,,,,,,
gun_20_x3_greece,,508,gun_20_x3,greece,,dido_gun_cal200_x3,1.90125,1.946404688,1.2,,dido_gun_cal200_x3,1.94878125,1.995064805,1.22,,ussr_gun_406_x3,1.182,1.214810156,1.41,,ussr_gun_406_x3,1.2,1.229995283,1.43,,ussr_gun_406_x3,1.215,1.245370224,1.45,,,,,,,,,,,
###,,,###,,,QUAD GUNS GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_greece,,51,gun_2_x4,greece,,,,,,,,,,,,,,,,,richelieu_gun_120_x4,1.05,1.12125,1.14,,richelieu_gun_120_x4,1.063125,1.135265625,1.16,,,,,,,,,,,
gun_3_x4_greece,,76,gun_3_x4,greece,,,,,,,,,,,,,,,,,richelieu_gun_120_x4,1.15,1.21875,1.14,,richelieu_gun_120_x4,1.164375,1.233984375,1.16,,,,,,,,,,,
gun_4_x4_greece,,102,gun_4_x4,greece,,didox_gun_cal133_x4,0.8732025,1.040566313,2.46,,didox_gun_cal133_x4,0.8865,1.0564125,2.48,,didox_gun_cal133_x4,0.9,1.0725,2.5,,,,,,,,,,,,,,,,,,,,,
gun_5_x4_greece,,127,gun_5_x4,greece,,didox_gun_cal133_x4,1.0672475,1.229760188,1.36,,didox_gun_cal133_x4,1.0835,1.2484875,1.38,,didox_gun_cal133_x4,1.1,1.2675,1.22,,,,,,,,,,,,,,,,,,,,,
gun_6_x4_greece,,152,gun_6_x4,greece,,didox_gun_cal133_x4,1.2612925,1.324357125,1.26,,didox_gun_cal133_x4,1.2805,1.344525,1.22,,didox_gun_cal133_x4,1.3,1.365,1.22,,,,,,,,,,,,,,,,,,,,,
gun_7_x4_greece,,178,gun_7_x4,greece,,didox_gun_cal133_x4,1.358315,1.418954063,1.18,,didox_gun_cal133_x4,1.379,1.4405625,1.2,,didox_gun_cal133_x4,1.4,1.4625,1.22,,,,,,,,,,,,,,,,,,,,,
gun_8_x4_greece,,203,gun_8_x4,greece,,didox_gun_cal133_x4,1.4553375,1.513551,1.18,,didox_gun_cal133_x4,1.4775,1.5366,1.2,,didox_gun_cal133_x4,1.5,1.56,1.22,,,,,,,,,,,,,,,,,,,,,
gun_9_x4_greece,,229,gun_9_x4,greece,,dido_gun_cal200_x4,0.9316125,0.982470938,1.2,,dido_gun_cal200_x4,0.9555,1.0076625,1.22,,dido_gun_cal200_x4,0.98,1.0335,1.24,,,,,,,,,,,,,,,,,,,,,
gun_10_x4_greece,,254,gun_10_x4,greece,,dido_gun_cal200_x4,1.0076625,1.056619688,1.2,,dido_gun_cal200_x4,1.0335,1.0837125,1.22,,dido_gun_cal200_x4,1.06,1.1115,1.24,,,,,,,,,,,,,,,,,,,,,
gun_11_x4_greece,,279,gun_11_x4,greece,,dido_gun_cal200_x4,1.0837125,1.130768438,1.2,,dido_gun_cal200_x4,1.1115,1.1597625,1.22,,dido_gun_cal200_x4,1.14,1.1895,1.24,,,,,,,,,,,,,,,,,,,,,
gun_12_x4_greece,,305,gun_12_x4,greece,,dido_gun_cal200_x4,1.1597625,1.204917188,1.2,,dido_gun_cal200_x4,1.1895,1.2358125,1.22,,dido_gun_cal200_x4,1.22,1.2675,1.24,,,,,,,,,,,,,,,,,,,,,
gun_13_x4_greece,,330,gun_13_x4,greece,,dido_gun_cal200_x4,1.2358125,1.297603125,1.2,,dido_gun_cal200_x4,1.2675,1.330875,1.22,,dido_gun_cal200_x4,1.3,1.365,1.24,,,,,,,,,,,,,,,,,,,,,
gun_14_x4_greece,,356,gun_14_x4,greece,,dido_gun_cal200_x4,1.330875,1.390289063,1.2,,dido_gun_cal200_x4,1.365,1.4259375,1.22,,dido_gun_cal200_x4,1.4,1.4625,1.24,,,,,,,,,,,,,,,,,,,,,
gun_15_x4_greece,,381,gun_15_x4,greece,,dido_gun_cal200_x4,1.4259375,1.482975,1.2,,dido_gun_cal200_x4,1.4625,1.521,1.22,,dido_gun_cal200_x4,1.5,1.56,1.24,,,,,,,,,,,,,,,,,,,,,
gun_16_x4_greece,,406,gun_16_x4,greece,,dido_gun_cal200_x4,1.521,1.575660938,1.2,,dido_gun_cal200_x4,1.56,1.6160625,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_17_x4_greece,,432,gun_17_x4,greece,,dido_gun_cal200_x4,1.6160625,1.668346875,1.2,,dido_gun_cal200_x4,1.6575,1.711125,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_18_x4_greece,,457,gun_18_x4,greece,,dido_gun_cal200_x4,1.711125,1.761032813,1.2,,dido_gun_cal200_x4,1.755,1.8061875,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_19_x4_greece,,483,gun_19_x4,greece,,dido_gun_cal200_x4,1.8061875,1.85371875,1.2,,dido_gun_cal200_x4,1.8525,1.90125,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_20_x4_greece,,508,gun_20_x4,greece,,dido_gun_cal200_x4,1.90125,1.946404688,1.2,,dido_gun_cal200_x4,1.95,1.9963125,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,
###,,,###,,,TURKEY GUNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_ottoman,,51,gun_2_x1,ottoman,,brandenburg_gun_76_x1,0.8,0.975,0.7,,brandenburg_gun_76_x1,0.825,0.99,0.7,,jap_tb_gun_76_x1,1.2,1.33575,0.6,,hood_gun_140_x1,0.875,0.901875,1,,iowa_gun_127_x1,0.8,0.975,1,,,,,,,,,,,
gun_2_x2_ottoman,,51,gun_2_x2,ottoman,,dreadnought_gun_178_x2,0.7,0.73125,4,,dreadnought_gun_178_x2,0.725,0.755625,4.05,,dreadnought_gun_178_x2,0.75,0.78,4.1,,yamato_gun_25_x2,0.985,1.15245,0.75,,yamato_gun_25_x2,1,1.17,0.77,,,,,,,,,,,
gun_2_x3_ottoman,,51,gun_2_x3,ottoman,,dreadnought_gun_178_x3,0.7,0.73125,4,,dreadnought_gun_178_x3,0.725,0.755625,4.05,,dreadnought_gun_178_x3,0.75,0.78,4.1,,yamato_gun_25_x3,0.985,1.15245,0.75,,yamato_gun_25_x3,1,1.17,0.77,,,,,,,,,,,
gun_3_x1_ottoman,,76,gun_3_x1,ottoman,,brandenburg_gun_76_x1,1,1.17,0.7,,brandenburg_gun_76_x1,1.025,1.185,0.7,,jap_tb_gun_76_x1,1.37,1.46,0.6,,hood_gun_140_x1,0.925,0.975,1,,iowa_gun_127_x1,1,1.185,1,,,,,,,,,,,
gun_3_x2_ottoman,,76,gun_3_x2,ottoman,,dreadnought_gun_178_x2,0.75,0.853125,4,,dreadnought_gun_178_x2,0.775,0.8775,4.05,,dreadnought_gun_178_x2,0.775,0.8775,4.05,,yamato_gun_25_x2,1.182,1.38,0.75,,yamato_gun_25_x2,1.2,1.39725,0.77,,,,,,,,,,,
gun_3_x3_ottoman,,76,gun_3_x3,ottoman,,dreadnought_gun_178_x3,0.75,0.853125,4,,dreadnought_gun_178_x3,0.775,0.8775,4.05,,dreadnought_gun_178_x3,0.775,0.8775,4.05,,yamato_gun_25_x3,1.182,1.38,0.75,,yamato_gun_25_x3,1.2,1.39725,0.77,,,,,,,,,,,
gun_4_x1_ottoman,,102,gun_4_x1,ottoman,,brandenburg_gun_76_x1,1.2,1.33,0.7,,dd_s_gun_d_102_x1,1.2,1.40525,1.1,,dd_s_gun_d_102_x1,1.2,1.40525,1.1,,spee_gun_150_x1,1.05,1.21875,1.15,,spee_gun_150_x1,1.05,1.21875,1.15,,,,,,,,,,,
gun_4_x2_ottoman,,102,gun_4_x2,ottoman,,dreadnought_gun_178_x2,0.875,0.8775,2.42,,dreadnought_gun_178_x2,0.9,0.999375,2.44,,dreadnought_gun_178_x2,0.9,0.999375,2.44,,bismarck_gun_105_x2,1.07,1.135,1,,bismarck_gun_105_x2,1.083375,1.1491875,1.025,,,,,,,,,,,
gun_4_x3_ottoman,,102,gun_4_x3,ottoman,,dreadnought_gun_178_x3,0.875,0.8775,2.42,,dreadnought_gun_178_x3,0.9,0.999375,2.44,,dreadnought_gun_178_x3,0.9,0.999375,2.44,,bismarck_gun_105_x3,1.07,1.135,1,,bismarck_gun_105_x3,1.083375,1.1491875,1.025,,,,,,,,,,,
gun_5_x1_ottoman,,127,gun_5_x1,ottoman,,friedrich_gun_152_x1,1,1.095,1.25,,dd_s_gun_d_102_x1,1.3,1.51125,1.1,,dd_s_gun_d_102_x1,1.3,1.51125,1.1,,spee_gun_150_x1,1.25,1.4625,1.15,,spee_gun_150_x1,1.25,1.4625,1.15,,,,,,,,,,,
